SqFt,Bedrooms,Bathrooms,Dist_Center,House_Age,Floors,Lot_Size,Walk_Score,HOA_Fee,Crime_Rate,Dist_School,Grocery_Stores,Prop_Tax,Maint_Cost,Median_Income,House_Price,Region_B,Region_C,Region_D,Region_E,House_Cond_Low,House_Cond_Medium,Urban_Rural_Urban
5837,2,1,44.9,49,1,11537,22,35.02,106,2.8,15,2.79,4173.8,123116,1085092.48,False,False,False,True,False,True,False
1159,6,1,40.6,76,1,8147,49,395.59,47,4.7,19,0.95,5924.69,159722,541351.26,False,False,False,True,True,False,False
4272,4,1,29.4,59,1,8631,50,300.93,86,0.9,2,2.13,5059.21,68826,843989.23,False,False,False,False,True,False,True
5183,2,4,36.6,95,3,4598,42,286.5,128,7.1,8,0.88,4126.9,177349,1149515.09,True,False,False,False,False,False,True
5592,4,2,18.6,113,1,5329,98,229.19,18,4.0,7,2.59,3429.07,77970,1029600.98,False,False,True,False,False,False,True
3943,4,1,32.2,14,3,7718,50,138.52,45,2.8,27,4.29,6374.0,153528,922709.43,False,False,False,False,False,True,False
5908,2,2,23.6,35,1,10923,68,232.04,129,0.1,8,1.72,5303.01,167662,1176473.24,False,False,False,True,False,True,False
4670,3,4,9.9,112,2,14782,40,225.01,55,7.2,13,3.94,3571.44,47892,908558.62,False,False,False,True,True,False,True
5399,1,3,35.2,62,2,17476,71,291.88,144,8.4,22,1.33,2447.13,37740,982481.27,False,False,False,True,False,True,False
2070,5,1,28.0,68,3,1051,10,140.79,91,4.0,27,3.53,7857.45,196800,623170.52,False,True,False,False,False,True,True
1180,4,2,18.3,85,2,17702,79,38.8,81,5.7,15,4.62,8097.29,31788,324982.16,False,True,False,False,False,False,True
2894,5,2,45.6,79,3,11184,87,72.54,78,2.4,12,1.96,2530.99,109381,625611.25,False,False,False,True,False,True,False
3747,6,4,1.5,40,3,13468,84,349.59,149,6.3,15,4.55,2985.67,132569,959620.62,True,False,False,False,True,False,True
4849,2,1,16.1,73,2,16479,51,11.25,104,0.2,14,2.77,2771.86,159223,986862.17,False,True,False,False,False,True,False
2279,5,3,3.3,23,3,8210,22,428.22,26,4.9,7,1.93,8903.41,46515,573544.56,False,False,True,False,False,True,True
4106,2,2,38.4,81,2,13934,48,347.2,54,6.5,17,4.53,7854.24,162059,963496.25,False,True,False,False,False,True,True
5692,5,1,35.3,48,1,4956,37,384.04,59,9.2,26,0.64,1208.45,75674,1055270.89,False,False,True,False,False,True,True
3344,1,3,16.9,17,1,7057,46,417.99,108,3.9,5,0.63,8410.33,67767,698674.86,False,True,False,False,False,True,False
3956,1,2,33.9,6,2,12210,71,61.36,119,7.7,20,3.2,850.09,135737,890136.13,False,False,False,True,True,False,True
4645,1,2,20.1,3,2,15590,6,411.23,84,6.0,10,4.09,2905.4,59644,903821.62,False,False,True,False,False,False,True
1843,1,3,37.9,89,2,14864,65,252.32,85,9.3,19,3.88,9230.42,58741,371838.67,True,False,False,False,False,True,True
5788,1,3,23.0,68,2,2525,93,442.76,116,4.0,18,0.86,8711.15,85121,1049597.92,False,True,False,False,False,False,False
3718,1,4,20.9,59,1,14277,76,443.29,107,3.3,25,4.78,7923.63,192507,956110.54,False,True,False,False,False,False,False
5704,2,1,46.8,54,3,8043,61,12.09,74,8.9,24,3.66,4846.7,159128,1175635.69,False,False,False,True,True,False,False
2741,4,1,12.9,15,3,18662,86,191.43,118,0.6,10,4.77,3553.43,106549,681670.12,False,False,True,False,False,False,False
3659,1,2,29.4,89,3,7125,37,339.18,6,0.9,6,3.62,6742.2,44660,610097.54,False,False,True,False,False,True,True
5148,2,3,48.5,81,1,8874,83,143.09,147,8.4,3,4.37,3307.33,22639,777317.76,False,True,False,False,False,True,True
5923,2,3,19.2,28,3,13529,32,126.07,74,0.2,19,2.21,4900.36,106856,1148584.75,False,True,False,False,False,True,True
3559,2,3,3.6,22,2,15955,28,190.63,57,8.6,5,4.84,8874.25,92009,738179.6,False,True,False,False,True,False,True
2865,4,2,17.3,116,2,3500,78,250.47,15,4.6,7,1.69,9082.83,30622,536471.28,False,True,False,False,False,False,False
3079,5,3,25.5,13,2,4464,22,475.57,26,0.1,7,1.92,6763.37,138192,811742.57,False,False,False,False,True,False,True
5246,4,3,8.5,78,1,19643,2,381.05,50,4.1,27,4.64,7459.28,38808,886484.18,False,True,False,False,False,False,False
2235,3,4,33.1,48,1,16954,92,214.66,74,1.9,10,4.86,873.33,150473,678009.67,False,True,False,False,True,False,False
2357,2,2,49.9,32,3,1255,44,27.18,143,6.3,1,1.78,6243.7,42951,368775.61,False,False,True,False,True,False,False
5052,3,1,22.9,24,3,2502,7,84.26,86,6.8,11,1.11,7045.43,136909,1052006.02,False,True,False,False,True,False,True
2670,6,4,18.1,20,3,5656,85,227.96,122,4.9,23,3.92,693.58,196148,866789.94,False,True,False,False,False,True,False
3449,1,4,20.3,16,1,11302,28,406.91,75,0.5,7,4.68,8516.66,141522,906350.81,False,False,True,False,False,True,True
3851,1,1,6.2,22,3,6430,1,190.35,39,6.6,6,3.2,9318.71,166417,870024.09,False,True,False,False,True,False,False
4330,4,4,44.2,56,2,9598,49,269.25,66,8.4,6,3.36,2760.4,151469,1017507.2,False,True,False,False,False,False,True
3089,5,2,21.0,106,3,16976,64,445.9,129,7.2,13,3.93,8535.06,34665,581520.8,False,False,False,True,False,False,True
2231,3,3,19.7,80,2,2860,19,456.9,101,8.3,16,1.19,6822.37,34560,386439.81,False,False,False,False,False,True,False
3416,5,2,33.2,57,1,7158,51,107.89,92,2.1,13,4.88,6016.61,46376,639258.67,False,False,True,False,True,False,False
1615,4,1,22.4,13,2,6806,84,21.8,109,8.9,2,2.14,8509.7,170929,606987.09,False,False,False,True,False,True,True
1948,1,1,32.6,92,2,18106,36,152.71,81,3.3,19,3.33,3213.3,118042,573209.38,True,False,False,False,False,True,True
5211,5,4,3.5,19,2,10474,71,347.9,77,0.2,19,2.61,8013.13,128304,1155526.38,True,False,False,False,False,True,False
3687,5,2,40.8,29,1,17997,26,475.56,1,8.4,29,2.61,3487.95,171382,1031189.03,False,False,False,False,True,False,False
3439,1,2,47.1,18,1,6790,46,38.52,64,9.4,19,3.66,7980.84,38328,625677.04,True,False,False,False,True,False,False
935,3,1,32.6,52,1,11170,98,14.24,19,6.6,18,4.98,4785.01,192469,479016.89,False,False,False,False,False,True,True
5192,1,2,47.8,102,1,10004,5,442.07,33,2.4,25,3.47,1610.98,189231,1117701.66,True,False,False,False,True,False,False
1495,5,1,8.0,55,3,10978,59,374.07,40,2.6,6,4.07,4124.44,140087,600460.06,True,False,False,False,False,False,True
4146,3,2,24.1,76,1,17714,44,496.12,22,4.7,2,0.62,2718.19,68998,818753.01,False,False,False,True,False,False,False
1451,3,2,30.3,81,2,19596,43,198.4,37,9.0,19,4.15,1455.05,139292,540921.08,True,False,False,False,False,True,False
2287,1,2,29.3,22,1,8232,82,208.03,66,1.6,26,1.85,1547.73,84853,531136.06,False,False,False,False,False,False,False
2531,5,1,20.4,61,3,13674,17,86.16,61,8.3,6,1.07,7910.68,122304,697511.54,False,True,False,False,False,True,True
4346,4,4,17.2,109,3,17052,64,57.92,139,3.0,20,1.01,8873.28,170120,1024442.99,False,True,False,False,False,True,True
3027,5,2,6.8,32,3,16774,24,289.36,29,8.1,23,3.56,9307.73,70217,681888.13,False,True,False,False,False,True,True
2168,2,1,19.9,102,2,6913,26,182.14,86,9.2,22,4.99,8612.49,197327,729427.39,False,False,False,False,True,False,True
5652,4,2,36.9,17,1,16389,43,443.49,117,3.7,6,1.68,1153.94,86139,1061635.26,False,True,False,False,True,False,False
3338,3,2,10.8,72,1,11567,28,99.18,5,8.0,28,1.41,8006.17,91831,733075.71,True,False,False,False,True,False,False
4098,4,4,3.4,32,2,6611,94,374.29,74,5.3,3,2.87,7941.19,192220,1110362.28,False,True,False,False,False,True,True
5987,3,1,27.8,31,2,10432,43,141.11,131,6.9,11,0.79,1747.26,27103,958162.69,False,False,True,False,True,False,True
5887,3,1,30.0,60,3,1319,35,406.45,92,6.3,8,2.3,6789.09,176323,1214237.48,False,False,False,False,False,False,False
4513,4,3,43.7,53,3,13686,18,59.2,9,1.6,25,3.5,4798.82,34546,714382.79,False,False,True,False,False,False,False
1666,3,1,29.1,16,1,5791,5,378.04,50,8.5,22,4.85,9050.13,166528,610425.43,False,False,True,False,True,False,True
4980,3,4,17.6,18,2,1329,24,49.06,92,2.0,18,2.42,7106.38,38228,865951.15,False,False,False,False,False,False,True
3044,2,3,40.2,90,2,9851,30,223.46,37,9.3,17,1.4,9534.38,20046,544656.79,False,True,False,False,False,False,True
4707,5,3,27.2,69,1,12310,8,367.0,128,2.6,19,4.18,1496.77,86355,920880.63,False,False,False,True,True,False,True
3973,5,3,4.4,98,1,11164,83,86.61,135,7.4,19,3.85,885.77,187647,1093470.3,False,False,True,False,False,True,False
4569,6,2,28.5,119,3,19177,73,142.83,101,2.9,24,4.37,9749.0,152152,1059572.48,False,True,False,False,False,True,True
3146,6,2,45.4,100,3,6703,36,432.38,80,3.2,21,1.47,1261.83,135965,705329.55,False,False,False,True,False,True,False
1353,2,1,20.1,33,3,11649,26,442.56,82,3.2,17,2.32,4168.86,97462,353105.06,False,False,True,False,True,False,False
2682,6,3,15.2,83,1,13672,12,22.47,142,7.5,27,4.92,6674.72,35930,530941.22,False,True,False,False,False,True,False
3374,4,4,7.6,24,1,5155,40,84.05,30,5.6,4,1.21,8860.54,133476,864339.81,False,False,True,False,False,True,True
3496,1,2,8.0,67,3,3611,65,58.74,20,8.8,7,3.52,2918.48,100823,646503.02,False,True,False,False,False,False,False
4785,1,4,21.9,73,3,19977,84,89.85,130,3.1,5,1.57,776.05,190581,1141844.13,True,False,False,False,False,True,False
1375,1,4,30.0,73,2,17479,96,485.09,125,7.0,26,2.75,5452.22,120521,461775.53,True,False,False,False,True,False,False
2225,2,2,4.5,87,2,10180,23,275.83,34,7.6,29,4.1,4975.56,98880,567307.51,False,False,False,False,False,True,True
3669,2,2,47.0,84,3,10304,43,234.06,143,1.6,16,2.7,3415.49,192827,1000183.13,False,False,False,True,False,False,False
1017,3,2,37.9,10,3,15610,97,492.23,44,4.1,6,4.12,8802.04,27293,178774.23,False,False,True,False,False,False,False
714,1,2,29.5,90,2,9437,59,278.48,58,4.9,14,2.42,7618.56,88542,313634.68,False,False,True,False,False,False,False
1216,4,3,41.5,15,3,11350,8,330.56,11,3.6,26,5.0,8652.11,80528,435589.36,False,True,False,False,False,False,True
4574,6,3,4.5,89,2,13521,1,166.39,139,3.3,20,2.46,2037.19,175428,1080872.5,False,False,False,True,False,True,True
3867,4,3,24.1,60,2,7560,55,191.06,32,6.9,2,1.17,7077.91,128885,886209.51,False,False,True,False,False,False,False
1425,6,3,31.7,93,2,6247,29,297.2,20,2.2,25,2.31,9763.47,187983,676936.09,False,False,False,True,False,False,False
2116,1,1,41.5,112,1,5077,21,34.89,59,7.1,18,3.84,6313.18,165771,585436.52,False,False,False,True,False,False,True
3746,1,3,39.3,79,1,11858,74,127.94,51,9.4,18,4.32,2127.96,179506,825683.32,True,False,False,False,False,True,True
1012,1,2,14.2,6,3,12391,80,98.41,122,5.7,13,2.57,9959.91,74669,354940.49,False,False,True,False,True,False,True
1328,2,4,47.1,15,2,11946,99,7.95,105,6.2,28,3.18,5519.07,37602,350736.48,False,False,True,False,False,False,False
3948,6,3,6.7,98,1,16186,12,268.45,99,0.8,18,4.3,8480.56,191858,1033305.43,False,False,False,False,False,False,True
3408,2,1,43.8,15,3,2417,70,280.53,70,8.7,17,4.16,1918.93,29952,591243.76,False,False,False,True,False,False,True
1275,2,2,48.6,39,3,17494,15,191.97,134,2.9,13,3.46,6827.91,61684,369334.02,False,True,False,False,False,True,True
4065,5,4,9.3,11,3,9954,96,134.36,61,6.2,28,4.17,9169.87,136032,1059958.56,True,False,False,False,False,True,True
3104,4,4,36.2,34,3,14591,44,326.03,87,9.8,12,3.09,5554.17,181561,952050.07,False,False,False,False,False,False,False
3386,3,4,20.6,20,2,12364,10,259.31,39,7.3,22,0.69,1710.51,73602,802094.85,False,True,False,False,False,False,False
1722,2,3,26.1,49,3,11371,69,384.04,75,4.5,7,4.91,3311.47,197996,696304.28,False,False,False,False,True,False,True
4679,6,3,29.2,42,2,3504,19,82.15,135,0.7,1,1.15,3871.4,33381,846984.68,True,False,False,False,True,False,False
2171,5,2,46.8,99,1,6239,98,376.63,8,8.0,5,2.32,7244.57,48130,429311.56,False,True,False,False,False,True,False
5704,4,1,24.3,16,1,19118,89,29.96,20,7.0,1,1.38,1508.0,104679,1088963.75,False,True,False,False,False,True,False
2743,2,2,40.6,31,2,6120,11,9.39,94,0.3,4,4.3,4175.93,135458,669861.42,False,False,False,False,True,False,True
2287,3,2,47.6,40,2,7393,61,486.97,15,8.6,26,4.18,4857.21,151460,702334.08,False,False,True,False,True,False,False
4732,2,3,1.6,5,1,3196,93,96.69,106,1.7,1,4.94,6469.66,97652,914293.4,False,False,True,False,True,False,False
4451,1,2,49.1,87,3,4466,91,411.07,92,5.2,13,1.77,7221.55,170878,972763.57,True,False,False,False,False,True,False
4040,2,3,4.8,26,3,2906,90,280.93,132,6.0,14,1.92,8948.14,84333,787390.99,False,False,False,True,False,True,False
4366,1,3,40.8,19,1,19105,41,132.24,138,4.6,15,4.56,3245.06,130930,953782.94,False,False,False,True,False,True,False
2926,1,2,14.4,24,1,12883,82,64.99,78,3.5,17,1.55,5521.77,24852,525056.78,False,True,False,False,False,False,True
3514,3,1,7.0,65,1,16437,68,248.34,69,4.7,12,2.97,3977.39,159699,899882.38,False,False,False,False,True,False,False
5568,6,1,22.3,8,3,15497,57,203.68,47,3.2,7,3.68,513.51,180120,1397266.26,False,False,True,False,True,False,False
5992,4,4,32.4,91,3,2816,4,349.44,14,4.4,23,1.72,6004.6,120286,1143969.9,False,False,False,True,False,False,False
4552,2,4,19.4,52,3,11713,26,452.08,33,3.7,19,4.72,8250.06,133120,1013271.13,False,False,True,False,True,False,False
1195,1,2,3.2,60,1,4849,27,402.62,59,5.7,23,3.5,846.18,96596,374215.71,False,True,False,False,True,False,False
1328,2,1,30.2,37,3,7849,25,137.23,1,2.5,3,0.71,533.17,146697,430174.67,False,True,False,False,False,False,True
5092,4,4,19.5,83,1,12730,48,416.7,18,5.1,26,1.36,6996.67,73482,945670.61,False,False,False,True,False,True,True
1298,6,3,11.2,69,3,19706,20,464.57,48,2.0,4,1.6,4355.6,58197,491508.23,False,True,False,False,False,False,False
995,4,4,22.4,102,1,18332,0,229.33,77,4.8,26,3.79,6785.25,97694,374598.87,False,True,False,False,True,False,False
4771,5,2,2.9,96,2,5359,91,384.29,27,8.7,3,0.9,9557.17,169148,1115877.96,False,False,True,False,False,True,True
4960,4,1,41.1,54,2,13809,57,295.83,47,0.3,12,2.08,2854.7,137458,1127437.44,True,False,False,False,True,False,False
3102,3,4,41.4,0,1,6660,78,155.25,95,6.8,23,4.6,2836.3,139614,819780.2,False,False,False,True,False,False,True
2419,6,1,29.6,100,1,8254,54,497.22,108,5.5,28,3.01,2269.21,109484,553909.08,False,False,False,False,False,True,False
1317,1,3,18.0,69,2,13822,80,19.15,72,1.8,12,1.69,7377.87,169151,523652.89,False,False,False,False,True,False,False
3382,5,2,40.1,44,1,3093,25,81.14,99,8.2,17,4.81,3855.3,165050,737908.88,False,False,True,False,False,False,False
5546,3,1,28.0,97,2,12730,83,446.27,28,3.8,6,1.6,9892.58,32705,882575.18,False,False,False,False,True,False,True
4177,2,2,41.4,46,2,18947,24,30.28,57,3.0,15,4.57,7289.16,177979,945386.2,False,True,False,False,True,False,True
743,6,1,31.8,78,3,9217,76,443.41,47,8.3,2,3.77,3990.08,73832,282833.79,False,False,False,True,False,True,True
5580,1,3,39.3,108,1,17558,32,357.61,22,6.4,8,3.83,1917.27,107367,1043089.34,False,False,False,False,True,False,True
3740,4,3,30.1,25,1,18718,88,18.34,26,9.0,14,3.94,6124.24,74612,811211.88,False,False,False,True,False,False,True
5091,1,2,21.0,13,3,17705,71,214.66,6,6.3,5,2.78,3301.58,129165,1031474.04,False,False,False,False,False,False,True
3538,2,3,47.9,53,2,13342,68,377.24,48,7.4,3,4.17,9102.34,93501,715020.48,True,False,False,False,False,True,False
4236,5,4,27.3,70,1,13239,5,291.55,108,8.4,10,4.26,4693.34,30248,790344.81,True,False,False,False,False,True,True
3822,5,1,30.5,45,3,14854,22,467.94,67,0.6,7,2.12,3280.17,66988,767597.77,False,False,False,True,True,False,True
1767,6,3,11.4,30,3,14897,29,433.82,72,7.8,11,2.3,6091.24,109169,502909.19,True,False,False,False,False,False,True
3216,5,4,31.5,87,1,12419,77,166.32,100,6.2,15,4.5,1801.26,115039,805838.13,True,False,False,False,False,True,True
1662,6,2,28.8,58,3,11064,53,42.31,7,0.8,2,2.86,5834.72,27461,316602.54,False,True,False,False,True,False,False
5761,6,2,3.4,28,3,11259,10,258.64,141,0.9,11,3.32,6265.44,163893,1259580.29,True,False,False,False,False,False,True
5905,4,2,30.4,105,2,6674,30,37.2,134,7.4,8,3.17,5536.56,39870,1067275.1,False,False,False,True,False,False,True
3582,3,1,38.3,95,2,6002,5,408.29,136,5.5,13,0.64,5447.28,33410,537925.84,False,True,False,False,True,False,True
3894,6,1,26.4,16,1,1910,10,434.25,2,9.5,11,1.75,6999.56,107721,850874.62,True,False,False,False,False,False,False
5329,6,4,11.7,13,3,1949,76,319.71,77,1.9,17,2.76,922.34,39133,1004646.62,False,False,False,True,True,False,False
1756,3,1,33.5,103,2,19898,11,223.75,144,6.1,15,3.14,4867.45,109705,430674.16,False,False,False,False,True,False,False
5934,1,1,4.5,35,2,12523,65,331.09,85,2.2,1,3.34,4718.37,43359,1016212.58,True,False,False,False,False,False,True
1332,6,1,22.4,57,3,12221,52,353.34,45,6.2,19,3.72,4867.93,47400,305472.63,False,False,False,True,False,True,True
4930,4,4,8.6,111,2,17484,98,446.51,89,7.3,16,3.45,9808.96,54173,946479.54,False,False,False,True,True,False,True
5446,5,3,9.6,23,3,5646,35,477.93,141,7.3,19,4.32,1823.15,31179,962159.54,False,False,True,False,False,False,False
1553,5,1,10.5,108,1,7945,16,257.16,8,8.2,13,1.83,7059.08,121879,515231.62,False,False,False,True,True,False,False
3139,2,1,19.6,62,2,3400,27,399.25,114,8.6,23,3.39,4318.96,55495,562375.54,False,False,True,False,True,False,True
3901,5,3,20.2,90,3,19727,21,75.62,74,3.5,23,2.66,7742.74,34760,740731.72,False,False,False,False,False,False,True
2142,5,1,25.8,24,3,1352,6,9.13,80,6.9,4,1.71,1995.07,147600,658363.47,False,True,False,False,False,False,False
5893,4,2,24.4,58,3,16489,14,434.48,127,5.0,11,2.21,7754.06,111975,1167033.28,False,False,True,False,False,False,True
1791,3,4,19.4,31,3,2018,95,97.64,33,2.0,18,2.1,1168.14,112465,498082.7,False,False,False,True,False,True,False
3593,2,1,42.0,115,2,18563,10,21.24,146,5.6,18,0.77,5091.44,49403,561310.42,False,True,False,False,True,False,False
3281,3,1,7.7,81,1,6193,23,80.05,38,4.1,10,2.6,7549.67,135625,716992.73,False,True,False,False,False,True,False
1817,4,2,25.5,109,1,16701,66,192.06,12,4.0,17,4.98,2329.24,128576,528275.5,False,False,False,False,True,False,False
2140,5,2,3.6,17,1,4536,29,109.63,132,8.1,13,1.85,7823.7,21755,394288.5,False,False,False,True,False,False,True
3836,6,4,4.0,36,1,16449,69,152.63,49,4.1,25,3.81,2084.72,148500,999852.7,False,False,True,False,True,False,False
2986,3,4,28.9,25,3,12842,65,487.65,22,0.4,14,2.97,8092.77,187230,894405.19,False,False,False,False,True,False,True
4319,5,2,28.5,8,2,19886,60,352.2,121,0.7,7,1.96,4954.89,91352,942325.96,False,True,False,False,True,False,False
1988,5,4,44.0,98,2,4819,77,356.1,119,8.6,10,0.9,7004.06,183688,740759.78,True,False,False,False,False,True,True
2456,1,2,28.1,63,2,18363,40,47.34,87,9.6,3,1.47,9215.36,135891,715422.17,False,True,False,False,False,False,False
1965,3,1,48.0,71,3,1976,81,366.05,111,6.9,2,4.02,4380.0,96759,447411.2,True,False,False,False,False,False,False
1099,6,2,2.9,19,2,19664,50,369.67,110,3.7,19,1.76,2713.1,132133,502176.42,False,False,False,False,True,False,False
2280,3,2,5.4,53,3,6897,43,329.87,71,9.4,7,1.15,8738.06,176038,781131.47,False,False,True,False,False,False,True
1110,5,3,2.7,105,2,16957,94,114.22,56,6.7,5,1.99,2035.36,27688,273813.36,False,False,False,True,False,True,False
4912,6,2,9.7,85,1,16359,12,211.52,0,8.5,28,3.13,6499.02,190556,1226511.19,True,False,False,False,False,True,False
1924,4,2,27.3,82,3,14240,89,423.14,112,7.7,3,3.67,9270.91,178625,681934.69,False,False,False,True,False,False,False
1755,1,3,32.5,29,2,1107,11,335.1,61,3.9,25,2.24,6906.77,89282,387863.76,False,False,False,False,False,True,False
2427,5,4,2.8,52,1,16524,81,366.38,46,4.8,2,2.74,2358.97,169651,798630.25,False,False,False,False,False,True,True
3741,2,3,47.3,91,1,2626,8,293.69,77,1.9,23,2.55,1946.7,164086,879656.08,False,False,False,False,False,False,True
4086,2,1,42.2,98,1,7229,84,224.79,105,3.0,26,0.54,2896.9,68443,686633.21,False,False,True,False,False,False,True
3523,4,1,4.3,62,3,1874,48,33.96,4,9.0,6,3.14,2012.01,139086,808885.37,False,False,False,True,True,False,False
5901,5,4,8.9,10,2,6543,52,336.58,30,7.3,14,3.06,8079.23,56397,1057267.47,False,True,False,False,False,True,False
2814,3,3,6.8,30,1,4809,55,498.6,36,4.7,7,3.87,3891.84,93302,672773.57,False,False,False,False,False,False,False
4786,1,3,6.6,48,2,11603,39,390.1,78,1.0,22,3.52,9392.82,133417,1012231.78,False,False,False,True,False,True,True
4202,3,1,12.7,102,1,12745,97,138.91,51,3.8,11,1.65,9133.77,21063,723532.91,False,False,True,False,False,True,True
4734,2,3,18.2,99,2,10465,71,333.61,138,4.7,21,2.59,3297.68,160406,1081571.17,True,False,False,False,False,True,True
4122,2,1,49.5,93,3,1559,32,447.93,42,6.1,3,3.8,5950.45,95848,787961.85,False,False,True,False,False,True,True
4868,3,3,34.4,86,2,9308,22,288.97,39,0.2,9,0.92,3553.77,176199,1116343.36,False,False,True,False,True,False,False
5348,1,2,47.5,18,1,16250,76,263.7,62,9.9,8,4.77,2941.01,187115,1189530.45,False,False,False,True,False,False,False
5449,2,3,7.6,11,3,14255,53,80.19,129,3.7,26,2.94,6267.32,86512,1067869.52,True,False,False,False,False,True,False
1843,5,4,19.4,14,3,4046,52,357.73,86,8.5,11,1.88,8270.96,130687,610240.27,True,False,False,False,True,False,True
4309,6,4,28.0,30,2,14856,48,351.15,72,5.4,18,3.62,1389.18,146230,1014299.67,True,False,False,False,False,True,False
1055,3,3,0.7,100,3,1508,77,150.1,15,8.0,15,2.68,2448.77,148167,543656.54,True,False,False,False,False,False,True
5524,2,1,33.7,36,2,7107,79,378.22,58,7.1,4,2.69,8084.33,166676,1187983.66,False,False,False,True,False,True,False
1494,1,1,32.3,78,1,14476,48,217.03,46,5.3,4,1.23,9367.03,34612,259926.73,False,False,False,False,False,False,False
1984,5,2,20.8,28,2,4439,59,279.24,115,5.2,28,4.27,1259.46,59170,480695.61,False,True,False,False,True,False,True
2558,1,2,24.7,113,2,14136,89,408.23,108,1.0,10,4.09,4102.53,196173,743741.76,False,False,True,False,True,False,True
3672,4,4,21.1,106,3,15167,89,111.0,8,6.6,11,1.19,9187.84,85881,778486.33,True,False,False,False,False,True,False
2596,4,1,1.7,25,2,18300,64,171.43,64,9.1,18,2.14,3774.06,188782,849059.12,False,True,False,False,True,False,True
4885,6,4,17.1,107,2,18182,31,386.65,58,1.0,23,0.95,7270.28,142092,1131330.62,True,False,False,False,False,False,False
1104,2,3,9.3,1,2,5971,78,285.23,101,2.7,29,4.32,1456.33,135764,470004.88,False,False,True,False,False,False,False
1814,2,1,5.4,83,1,19144,20,46.21,135,9.0,15,1.95,4721.68,160435,604548.68,False,False,False,True,True,False,True
2131,2,1,47.9,14,2,16883,17,215.09,122,2.9,3,2.48,5281.36,154842,701546.66,False,False,False,True,False,False,True
4040,6,3,30.2,115,1,1818,93,293.32,145,6.6,7,1.96,7697.81,140340,796740.87,False,False,True,False,False,False,True
1423,4,3,36.6,3,1,11360,59,454.76,90,5.4,7,1.9,3243.83,64121,455522.48,False,True,False,False,False,True,True
1528,1,4,16.1,85,1,12927,12,94.24,95,6.0,17,3.86,3009.79,93960,441719.59,False,False,False,False,False,True,False
5629,6,4,20.0,49,1,17023,23,402.98,57,4.2,22,3.86,3378.19,31990,1000485.39,False,False,False,False,False,False,True
5836,6,3,12.2,37,3,4065,29,65.31,31,3.1,20,2.83,5779.12,114258,1169072.35,True,False,False,False,True,False,True
733,1,4,5.3,22,1,4259,1,121.12,47,0.6,27,3.46,8822.04,147640,462873.91,False,False,True,False,False,False,True
2705,2,3,9.4,58,2,18290,82,121.67,44,7.5,24,2.8,8393.94,64659,654153.85,False,False,True,False,False,True,True
4227,5,1,40.0,89,1,13300,24,438.74,99,7.5,16,0.63,1050.48,52137,747697.19,False,False,False,False,True,False,False
5380,1,1,34.0,114,2,1602,49,99.51,99,6.7,16,0.8,8850.07,35573,772565.3,False,True,False,False,False,False,True
2452,4,2,27.6,74,1,5295,13,393.48,45,6.5,8,2.23,1403.54,167906,750438.97,False,False,True,False,True,False,True
5510,3,1,24.0,27,3,10983,5,230.9,143,2.5,3,3.87,4445.81,29554,892656.3,False,False,False,True,True,False,False
4775,6,4,4.1,65,1,2811,83,419.55,45,8.1,15,0.63,1274.35,102164,1016985.2,False,False,True,False,False,False,False
3533,3,2,14.4,7,3,13103,86,369.85,120,5.0,1,2.16,883.8,33015,600293.1,False,True,False,False,False,True,False
3884,5,4,17.8,28,1,10032,29,435.36,87,3.1,10,1.51,3634.96,155806,1013695.07,False,False,False,True,True,False,False
4898,2,3,39.2,10,2,13877,29,317.02,60,1.1,2,4.17,7434.29,131175,965270.64,False,True,False,False,True,False,False
3411,4,1,49.6,100,1,8963,37,421.83,45,0.7,7,4.31,5456.69,79617,639164.52,False,False,False,False,False,False,True
5948,5,2,12.4,17,1,16224,57,130.56,80,3.6,14,1.43,4461.52,130041,1193564.84,True,False,False,False,False,True,False
1850,4,3,43.8,54,1,9916,93,48.85,44,8.1,16,3.7,8224.2,95195,404405.1,False,False,False,False,False,True,True
4112,4,2,41.6,49,3,7766,40,307.97,117,9.2,27,3.79,7783.74,140603,914122.36,True,False,False,False,False,False,False
1856,2,2,11.6,13,1,18186,93,217.35,46,9.0,28,1.3,7967.41,184653,766622.78,False,False,False,True,True,False,False
3976,6,1,20.3,117,1,19966,56,213.22,22,9.2,15,2.45,4867.4,179989,1006507.33,True,False,False,False,False,False,True
5862,3,3,20.8,73,2,2665,35,263.37,60,9.1,7,3.29,684.77,157715,1272652.63,True,False,False,False,False,True,True
4086,2,4,48.9,98,1,16932,63,180.69,12,5.3,13,0.62,2135.3,33269,709960.71,False,False,True,False,True,False,False
4184,5,2,9.5,8,1,7975,97,313.03,6,2.3,25,2.32,7542.35,38358,802407.83,True,False,False,False,True,False,True
1996,6,2,40.1,98,1,3552,15,15.28,140,8.0,10,1.2,7655.15,118029,476896.54,False,False,True,False,False,True,False
4237,5,4,17.0,10,1,14219,87,484.95,27,2.2,9,2.94,9736.84,103857,997629.27,True,False,False,False,True,False,True
3930,6,3,36.7,62,2,15274,77,462.35,95,2.7,9,4.29,2306.77,151275,983041.53,False,False,True,False,False,False,False
3303,5,2,21.3,107,2,13612,89,467.64,106,2.4,6,2.86,1667.8,101254,701896.97,False,False,False,True,False,True,True
1070,2,2,29.1,75,3,3808,71,182.5,97,5.2,24,0.66,1818.5,121892,315602.61,False,False,False,True,False,True,True
